pr,pc,threads,m,n,k,seed,iterations,elapsed_sec,time_per_iter,error,error_rel,norm_A,norm_W,norm_H,profile_hth,profile_ah,profile_solve_w,profile_wtw,profile_atw,profile_solve_h,profile_error
4,1,1,20000,5000,20,42,20,8.916100355796516,0.4458050177898258,1351.7034160643377,0.026506181693799976,50995.78021758271,22.660516839593488,4727.278498248225,0.01099252700805664,1.1262506963685155,0.06885496713221073,0.031571014784276485,1.6192662063986063,0.07197342626750469,5.914962058886886
