pr,pc,threads,m,n,k,seed,iterations,elapsed_sec,time_per_iter,error,error_rel,norm_A,norm_W,norm_H,profile_hth,profile_ah,profile_solve_w,profile_wtw,profile_atw,profile_solve_h,profile_error
4,1,4,20000,5000,20,42,20,4.1919044479727745,0.20959522239863873,1352.085749869438,0.026513679055414387,50995.78021758271,22.727367167883504,4778.232727693367,0.01084134355187416,0.32774444203823805,0.09456128533929586,0.0647140508517623,0.5983802946284413,0.08879418577998877,3.0290299812331796
