pr,pc,threads,m,n,k,seed,iterations,elapsed_sec,time_per_iter,error,error_rel,norm_A,norm_W,norm_H,profile_hth,profile_ah,profile_solve_w,profile_wtw,profile_atw,profile_solve_h,profile_error
2,1,2,20000,5000,20,42,20,8.805159485898912,0.4402579742949456,1351.8385166135783,0.026508830943378355,50995.78021758271,22.67706479194618,4694.282692808349,0.00495490524917841,1.0837403628975153,0.1811822783201933,0.027738592587411404,1.7304840348660946,0.0879706097766757,5.597325373440981
