pr,pc,threads,m,n,k,seed,iterations,elapsed_sec,time_per_iter,error,error_rel,norm_A,norm_W,norm_H,profile_hth,profile_ah,profile_solve_w,profile_wtw,profile_atw,profile_solve_h,profile_error
2,1,1,20000,5000,20,42,20,16.301777227781713,0.8150888613890857,1352.3882578608852,0.026519611075478722,50995.78021758271,22.716383022329666,4751.131233716871,0.005854019895195961,1.8804626930505037,0.25405567698180676,0.027587191201746464,3.2923624077811837,0.12658673524856567,10.548564914613962
