pr,pc,threads,m,n,k,seed,iterations,elapsed_sec,time_per_iter,error,error_rel,norm_A,norm_W,norm_H,profile_hth,profile_ah,profile_solve_w,profile_wtw,profile_atw,profile_solve_h,profile_error
4,1,2,20000,5000,20,42,20,5.931901155970991,0.29659505779854956,1351.9699169175326,0.026511407633123932,50995.78021758271,22.625289662229846,4681.305373504275,0.005266517400741577,0.6369368936866522,0.0953842718154192,0.012054463848471642,1.042756355367601,0.08875675033777952,3.9915213137865067
