pr,pc,threads,m,n,k,seed,iterations,elapsed_sec,time_per_iter,error,error_rel,norm_A,norm_W,norm_H,profile_hth,profile_ah,profile_solve_w,profile_wtw,profile_atw,profile_solve_h,profile_error
2,1,2,20000,5000,20,42,20,10.753504380583763,0.5376752190291881,1353.7875802724739,0.026547051040229103,50995.78021758271,22.693023765834266,4733.08018102377,0.005357400514185429,1.4536400185897946,0.13688700273633003,0.02573687769472599,2.528412675485015,0.06368220131844282,6.42318815831095
