pr,pc,threads,m,n,k,seed,iterations,elapsed_sec,time_per_iter,error,error_rel,norm_A,norm_W,norm_H,profile_hth,profile_ah,profile_solve_w,profile_wtw,profile_atw,profile_solve_h,profile_error
2,2,1,20000,5000,20,42,20,9.019948459230363,0.4509974229615182,1350.7640777537727,0.026487761771473908,50995.78021758271,22.707256027938723,4773.622314343689,0.008627773262560368,1.1315383603796363,0.1624656729400158,0.035805326886475086,1.7239265441894531,0.03933744411915541,5.836936824023724
