pr,pc,threads,m,n,k,seed,iterations,elapsed_sec,time_per_iter,error,error_rel,norm_A,norm_W,norm_H,profile_hth,profile_ah,profile_solve_w,profile_wtw,profile_atw,profile_solve_h,profile_error
1,2,4,20000,5000,20,42,20,7.615148869343102,0.3807574434671551,1350.800757884004,0.02648848104922738,50995.78021758271,22.783466916737975,4925.5008882346165,0.004261164925992489,0.7572978138923645,0.4388567069545388,0.02638884261250496,0.9859441295266151,0.05173111893236637,5.252214943990111
