pr,pc,threads,m,n,k,seed,iterations,elapsed_sec,time_per_iter,error,error_rel,norm_A,norm_W,norm_H,profile_hth,profile_ah,profile_solve_w,profile_wtw,profile_atw,profile_solve_h,profile_error
1,2,2,20000,5000,20,42,20,9.464580760337412,0.4732290380168706,1350.800757884004,0.02648848104922738,50995.78021758271,22.783466916737975,4925.5008882346165,0.0038966815918684006,1.157128095626831,0.4238445945084095,0.024404311552643776,1.8204010035842657,0.048608980141580105,5.883730821311474
