pr,pc,threads,m,n,k,seed,iterations,elapsed_sec,time_per_iter,error,error_rel,norm_A,norm_W,norm_H,profile_hth,profile_ah,profile_solve_w,profile_wtw,profile_atw,profile_solve_h,profile_error
1,1,1,20000,5000,20,42,20,19.9253604831174,0.9962680241558701,1353.0914141328367,0.026533399594233634,50995.78021758271,22.436303066960473,4567.550984937114,0.0035923924297094345,2.395973900333047,0.23848030902445316,0.010298090986907482,3.624377254396677,0.03983655571937561,13.371127526275814
